OBJECTID,Name,Class,State Abbreviation,State FIPS,Place FIPS,2020 Total Population,Population Class,People per square mile,Area in square miles,Capital,x,y
108,Payson,town,AZ,04,0453700,16351,6,844.6,19.36,,-111.3194487,34.24316021
109,Peoria,city,AZ,04,0454050,190985,8,1065.5,179.25,,-112.2391339,33.57568823
110,Phoenix,city,AZ,04,0455000,1608139,10,3097.8,519.12,State,-112.0738681,33.44611431
111,Prescott,city,AZ,04,0457380,45827,6,1013.6,45.21,,-112.4659569,34.54316254
112,Prescott Valley,town,AZ,04,0457450,46785,6,1156,40.47,,-112.3180939,34.5954303
113,Queen Creek,town,AZ,04,0458150,59519,7,1475.4,40.34,,-111.635567,33.24026393
114,Rio Rico,Census Designated Place,AZ,04,0460180,20549,6,327.6,62.73,,-110.9886009,31.49570082
115,Saddlebrooke,Census Designated Place,AZ,04,0461940,12574,6,263,47.81,,-110.8581182,32.53851282
116,Sahuarita,town,AZ,04,0462140,34134,6,1077.1,31.69,,-110.9691375,31.93145215
117,San Luis,city,AZ,04,0463470,35257,6,1033.9,34.1,,-114.7790376,32.49003959
118,San Tan Valley,Census Designated Place,AZ,04,0464210,99894,7,1317.9,75.8,,-111.547263,33.18790887
119,Scottsdale,city,AZ,04,0465000,241361,8,1308.6,184.44,,-111.9162923,33.49338789
120,Sedona,city,AZ,04,0465350,9684,5,529.2,18.3,,-111.7673658,34.86577748
121,Show Low,city,AZ,04,0466470,11732,6,177.8,65.97,,-110.0382239,34.26673801
122,Sierra Vista,city,AZ,04,0466820,45308,6,297.1,152.51,,-110.2685223,31.56367102
123,Sierra Vista Southeast,Census Designated Place,AZ,04,0466845,14428,6,130.1,110.91,,-110.2159713,31.45244743
124,Somerton,city,AZ,04,0468080,14197,6,1950.1,7.28,,-114.6990306,32.60091278
125,Sun City,Census Designated Place,AZ,04,0470320,39931,6,2736.9,14.59,,-112.2819116,33.61648181
126,Sun City West,Census Designated Place,AZ,04,0470355,25806,6,2346,11,,-112.357499,33.66940826
127,Sun Lakes,Census Designated Place,AZ,04,0470530,14868,6,2753.3,5.4,,-111.8757171,33.21807004
128,Surprise,city,AZ,04,0471510,143148,8,1295.2,110.52,,-112.3665968,33.62270323
129,Tanque Verde,Census Designated Place,AZ,04,0472000,16250,6,502.9,32.31,,-110.7442506,32.26844405
130,Tempe,city,AZ,04,0473000,180587,8,4496.7,40.16,,-111.9325711,33.42647764
131,Tucson,city,AZ,04,0477000,542629,10,2248.7,241.31,,-110.9694874,32.21968282
132,Tucson Estates,Census Designated Place,AZ,04,0477035,12069,6,948.1,12.73,,-111.0894742,32.1861553
133,Vail,Census Designated Place,AZ,04,0478540,13604,6,599.8,22.68,,-110.7122109,32.04719362
134,Verde Village,Census Designated Place,AZ,04,0479830,12019,6,1726.9,6.96,,-111.985482,34.71429387
135,Yuma,city,AZ,04,0485540,95548,7,791.4,120.74,,-114.6205095,32.69028898
136,Arkadelphia,city,AR,05,0501870,10380,6,1374.8,7.55,,-93.0718786,34.12446309
137,Batesville,city,AR,05,0504030,11191,6,955.7,11.71,,-91.62287448,35.76884625
138,Bella Vista,city,AR,05,0504840,30104,6,642.3,46.87,,-94.2713884,36.46736609
139,Benton,city,AR,05,0505290,35014,6,1495,23.42,,-92.5798795,34.57010932
140,Boaz,city,AL,01,0107912,10107,6,691.8,14.61,,-86.15220563,34.1995016
141,Clay,city,AL,01,0115256,10291,6,928,11.09,,-86.5930565,33.68866545
142,Forestdale,Census Designated Place,AL,01,0127088,10409,6,1542.1,6.75,,-86.9003305,33.56721422
143,McCalla,Census Designated Place,AL,01,0145040,12965,6,378.8,34.23,,-87.0299305,33.29949477
144,Rainbow City,city,AL,01,0163288,10191,6,393.2,25.92,,-86.03875144,33.95465036
145,Russellville,city,AL,01,0167056,10855,6,802.9,13.52,,-87.72851084,34.50611553
146,Spanish Fort,city,AL,01,0171976,10049,6,327.6,30.67,,-87.87304979,30.67397087
147,Valley,city,AL,01,0178204,10529,6,816.8,12.89,,-85.17981008,32.84226839
148,Gold Canyon,Census Designated Place,AZ,04,0428140,11404,6,397.8,28.67,,-111.4620981,33.35565969
149,Safford,city,AZ,04,0462000,10129,6,1089.1,9.3,,-109.7114003,32.8179298
150,Tucson Mountains,Census Designated Place,AZ,04,0477179,10862,6,413,26.3,,-111.0773461,32.28224732
151,Valencia West,Census Designated Place,AZ,04,0478760,14101,6,1421.5,9.92,,-111.1112635,32.13465114
152,Bentonville,city,AR,05,0505320,54164,7,1591.2,34.04,,-94.19523029,36.36598799
153,Blytheville,city,AR,05,0507330,13406,6,644.5,20.8,,-89.8927045,35.92389568
154,Bryant,city,AR,05,0509460,20663,6,1004,20.58,,-92.49038155,34.61421301
155,Cabot,city,AR,05,0510300,26569,6,1279.8,20.76,,-92.02684837,34.97652066
156,Camden,city,AR,05,0510720,10612,6,638.5,16.62,,-92.84656612,33.56717782
157,Centerton,city,AR,05,0512820,17792,6,1296.8,13.72,,-94.298403,36.35958395
158,Conway,city,AR,05,0515190,64134,7,1383.4,46.36,,-92.43278275,35.08129075
159,El Dorado,city,AR,05,0521070,17756,6,1095.4,16.21,,-92.66413144,33.21824088
160,Fayetteville,city,AR,05,0523290,93949,7,1692.5,55.51,,-94.16624986,36.07200425
161,Forrest City,city,AR,05,0524430,13015,6,640.8,20.31,,-90.78747767,35.0101191
162,Fort Smith,city,AR,05,0524550,89142,7,1306.5,68.23,,-94.41901065,35.38412618
163,Harrison,city,AR,05,0530460,13069,6,1163.8,11.23,,-93.11967481,36.24365261
164,Helena-West Helena,city,AR,05,0531190,9519,5,727.2,13.09,,-90.60002925,34.52150553
165,Hope,city,AR,05,0533190,8952,5,832,10.76,,-93.5893865,33.66289105
166,Hot Springs,city,AR,05,0533400,37930,6,1009,37.59,,-93.04878826,34.49200847
167,Hot Springs Village,Census Designated Place,AR,05,0533482,15861,6,261.9,60.56,,-93.05506876,34.65909781
168,Jacksonville,city,AR,05,0534750,29477,6,1021.4,28.86,,-92.13041965,34.88056623
169,Jonesboro,city,AR,05,0535710,78576,7,973.3,80.73,,-90.67934824,35.82110616
170,Little Rock,city,AR,05,0541000,202591,8,1647.1,123,State,-92.2728866,34.74709491
171,Magnolia,city,AR,05,0543460,11162,6,841.1,13.27,,-93.22617484,33.27761766
172,Malvern,city,AR,05,0543610,10867,6,1095.5,9.92,,-92.81580751,34.37146957
173,Marion,city,AR,05,0544180,13752,6,683.5,20.12,,-90.2025955,35.20234552
174,Maumelle,city,AR,05,0544600,19251,6,1446.4,13.31,,-92.3994101,34.85250036
175,Mountain Home,city,AR,05,0547390,12825,6,1074.1,11.94,,-92.38456399,36.33441026
176,North Little Rock,city,AR,05,0550450,64591,7,1164,55.49,,-92.26791336,34.75826645
177,Paragould,city,AR,05,0553390,29537,6,922.5,32.02,,-90.51489036,36.05612545
178,Pine Bluff,city,AR,05,0555310,41253,6,889.5,46.38,,-92.01738484,34.21194144
179,Rogers,city,AR,05,0560410,69908,7,1789.8,39.06,,-94.12648272,36.33218514
180,Russellville,city,AR,05,0561670,28940,6,1020.1,28.37,,-93.13844379,35.27613288
181,Searcy,city,AR,05,0563020,22937,6,1245.9,18.41,,-91.73557352,35.24180929
182,Sherwood,city,AR,05,0563800,32731,6,1547.6,21.15,,-92.20291095,34.85106585
183,Siloam Springs,city,AR,05,0564370,17287,6,1481.3,11.67,,-94.53178698,36.18375498
184,Springdale,city,AR,05,0566080,84161,7,1771.4,47.51,,-94.15758567,36.18987147
185,Texarkana,city,AR,05,0568810,29387,6,696.2,42.21,,-93.99606541,33.43647797
186,Van Buren,city,AR,05,0571480,23218,6,1443,16.09,,-94.35252303,35.4480192
187,West Memphis,city,AR,05,0574540,24520,6,847.3,28.94,,-90.18464135,35.14943265
188,Adelanto,city,CA,06,0600296,38046,6,719.5,52.88,,-117.4383725,34.57919838
189,Agoura Hills,city,CA,06,0600394,20299,6,2595.8,7.82,,-118.760098,34.15363499
190,Alameda,city,CA,06,0600562,78280,7,7441.1,10.52,,-122.2613513,37.76719761
191,Alamo,Census Designated Place,CA,06,0600618,15314,6,1559.5,9.82,,-122.0307423,37.84997576
192,Albany,city,CA,06,0600674,20271,6,11324.6,1.79,,-122.3002397,37.88985125
193,Alhambra,city,CA,06,0600884,82868,7,10860.8,7.63,,-118.1355212,34.0839804
194,Aliso Viejo,city,CA,06,0600947,52176,7,7529,6.93,,-117.7289198,33.57922145
195,Alpine,Census Designated Place,CA,06,0601192,14696,6,548.6,26.79,,-116.758513,32.84388405
196,Altadena,Census Designated Place,CA,06,0601290,42846,6,5052.6,8.48,,-118.1355556,34.19341669
197,Alum Rock,Census Designated Place,CA,06,0601458,12042,6,13841.4,0.87,,-121.8239264,37.36940211
198,American Canyon,city,CA,06,0601640,21837,6,3562.3,6.13,,-122.258354,38.17964954
199,Anaheim,city,CA,06,0602000,346824,9,6816.5,50.88,,-117.9317495,33.82520922
200,Anderson,city,CA,06,0602042,11323,6,1570.5,7.21,,-122.2961978,40.45092175
201,Antelope,Census Designated Place,CA,06,0602210,48733,6,7124.7,6.84,,-121.3609744,38.71533248
202,Antioch,city,CA,06,0602252,115291,8,3922.8,29.39,,-121.8138561,38.01262114
203,Apple Valley,town,CA,06,0602364,75791,7,983.3,77.08,,-117.2102272,34.53284851
204,Arcadia,city,CA,06,0602462,56681,7,5088.1,11.14,,-118.037301,34.13418246
205,Arcata,city,CA,06,0602476,18857,6,1972.5,9.56,,-124.0772607,40.87175023
206,Arden-Arcade,Census Designated Place,CA,06,0602553,94659,7,5868.5,16.13,,-121.3810325,38.60350587
207,Arroyo Grande,city,CA,06,0602868,18441,6,3104.5,5.94,,-120.5848448,35.12430109
208,Artesia,city,CA,06,0602896,16395,6,10120.4,1.62,,-118.0806372,33.86759503
209,Arvin,city,CA,06,0602924,19495,6,4044.6,4.82,,-118.830562,35.19436189
210,Ashland,Census Designated Place,CA,06,0602980,23823,6,12947.3,1.84,,-122.1159233,37.6941505
211,Atascadero,city,CA,06,0603064,29773,6,1139.4,26.13,,-120.6857234,35.48267991
212,Atwater,city,CA,06,0603162,31970,6,4866.1,6.57,,-120.5976802,37.35397212
213,Auburn,city,CA,06,0603204,13776,6,1913.3,7.2,,-121.077051,38.89085281
214,Avenal,city,CA,06,0603302,13696,6,703.1,19.48,,-120.1379475,36.01855643
215,Avocado Heights,Census Designated Place,CA,06,0603344,13317,6,5918.7,2.25,,-118.0026149,34.03808204
216,Azusa,city,CA,06,0603386,50000,7,5170.6,9.67,,-117.9120632,34.13866781
217,Bakersfield,city,CA,06,0603526,403455,9,2667.6,151.24,,-119.019728,35.36628717
218,Baldwin Park,city,CA,06,0603666,72176,7,10629.7,6.79,,-117.9721102,34.08286465
219,Banning,city,CA,06,0603820,29505,6,1269.6,23.24,,-116.885562,33.93083848
220,Barstow,city,CA,06,0604030,25415,6,614.8,41.34,,-117.0254672,34.89276033
221,Bay Point,Census Designated Place,CA,06,0604415,23896,6,3670.7,6.51,,-121.9624153,38.03038299
222,Beaumont,city,CA,06,0604758,53036,7,1748.6,30.33,,-116.9703822,33.93195992
223,Bell,city,CA,06,0604870,33559,6,12760.1,2.63,,-118.1791545,33.97453116
224,Bellflower,city,CA,06,0604982,79190,7,12834.7,6.17,,-118.1270954,33.88804554
225,Bell Gardens,city,CA,06,0604996,39501,6,16057.3,2.46,,-118.1550037,33.96634225
226,Belmont,city,CA,06,0605108,28335,6,6106.7,4.64,,-122.2956244,37.5153701
227,Benicia,city,CA,06,0605290,27131,6,2082.2,13.03,,-122.1517664,38.07435603
228,Berkeley,city,CA,06,0606000,124321,8,11817.6,10.52,,-122.2749045,37.87256025
229,Beverly Hills,city,CA,06,0606308,32701,6,5727,5.71,,-118.4021176,34.07856316
230,Big Bear City,Census Designated Place,CA,06,0606406,12738,6,397.7,32.03,,-116.8431351,34.25963947
231,Bloomington,Census Designated Place,CA,06,0607064,24339,6,4009.7,6.07,,-117.401465,34.06035642
232,Blythe,city,CA,06,0607218,18317,6,669.2,27.37,,-114.5903463,33.61202053
233,Bonita,Census Designated Place,CA,06,0607414,12917,6,2503.3,5.16,,-117.0149819,32.67422824
234,Bostonia,Census Designated Place,CA,06,0607624,16882,6,8747.2,1.93,,-116.942197,32.81647675
235,Brawley,city,CA,06,0608058,26416,6,3253.2,8.12,,-115.5300699,32.97828011
236,Brea,city,CA,06,0608100,47325,6,3875.9,12.21,,-117.8646192,33.92526496
237,Brentwood,city,CA,06,0608142,64292,7,4323.6,14.87,,-121.7189696,37.93557451
238,Buena Park,city,CA,06,0608786,84034,7,7965.3,10.55,,-118.0046353,33.85715942
239,Burbank,city,CA,06,0608954,107337,8,6186.6,17.35,,-118.3234238,34.18797485
240,Burlingame,city,CA,06,0609066,31386,6,7100.9,4.42,,-122.367204,37.58596908
241,Calabasas,city,CA,06,0609598,23241,6,1691.5,13.74,,-118.6689272,34.13751575
242,Calexico,city,CA,06,0609710,38633,6,4481.8,8.62,,-115.4943526,32.68493445
243,California City,city,CA,06,0609780,14973,6,73.5,203.7,,-117.9824443,35.12472376
244,Camarillo,city,CA,06,0610046,70741,7,3590.9,19.7,,-119.032675,34.22307957
245,Cameron Park,Census Designated Place,CA,06,0610256,18881,6,1670.9,11.3,,-120.9737033,38.66289453
246,Campbell,city,CA,06,0610345,43959,6,7206.4,6.1,,-121.9541885,37.28032526
247,Camp Pendleton South,Census Designated Place,CA,06,0610561,12468,6,1788.8,6.97,,-117.3786833,33.22855914
248,Canyon Lake,city,CA,06,0610928,11082,6,2378.1,4.66,,-117.2621001,33.688399
249,Carlsbad,city,CA,06,0611194,114746,8,3022,37.97,,-117.3240947,33.16349131
250,Carmichael,Census Designated Place,CA,06,0611390,79793,7,5124.8,15.57,,-121.322898,38.63355888
251,Carpinteria,city,CA,06,0611446,13264,6,5121.2,2.59,,-119.5122003,34.39631414
252,Carson,city,CA,06,0611530,95558,7,5037.3,18.97,,-118.249213,33.85153893
253,Casa de Oro-Mount Helix,Census Designated Place,CA,06,0611691,19576,6,2857.8,6.85,,-116.9688218,32.76395824
254,Castaic,Census Designated Place,CA,06,0611796,18937,6,2601.2,7.28,,-118.6316481,34.48177555
255,Castro Valley,Census Designated Place,CA,06,0611964,66441,7,3892.3,17.07,,-122.063481,37.70945467
256,Cathedral City,city,CA,06,0612048,51493,7,2263.4,22.75,,-116.4668743,33.8022697
257,Ceres,city,CA,06,0612524,49302,6,5189.7,9.5,,-120.9623192,37.59550833
258,Cerritos,city,CA,06,0612552,49578,6,5595.7,8.86,,-118.0486765,33.87063341
259,Cherryland,Census Designated Place,CA,06,0612902,15808,6,13284,1.19,,-122.103767,37.67916581
260,Chico,city,CA,06,0613014,101475,8,2957.6,34.31,,-121.8368786,39.73479369
261,Chino,city,CA,06,0613210,91403,7,3077.5,29.7,,-117.6862336,34.01540796
262,Chino Hills,city,CA,06,0613214,78411,7,1754.2,44.7,,-117.7488396,33.99866007
263,Chowchilla,city,CA,06,0613294,19039,6,1710.6,11.13,,-120.2485163,37.11152165
264,Chula Vista,city,CA,06,0613392,275487,9,5526.3,49.85,,-117.0692086,32.63796438
265,Citrus,Census Designated Place,CA,06,0613560,10243,6,11639.8,0.88,,-117.89377,34.11498617
266,Citrus Heights,city,CA,06,0613588,87583,7,6159.1,14.22,,-121.2879873,38.69478129
267,Claremont,city,CA,06,0613756,37266,6,2766.6,13.47,,-117.7155293,34.12595692
268,Clayton,city,CA,06,0613882,11070,6,2882.8,3.84,,-121.9300706,37.94032461
269,Clearlake,city,CA,06,0613945,16685,6,1577,10.58,,-122.6330781,38.95894437
270,Clovis,city,CA,06,0614218,120124,8,4705.2,25.53,,-119.6863674,36.82690948
271,Coachella,city,CA,06,0614260,41941,6,1394.3,30.08,,-116.1751712,33.67991647
272,Coalinga,city,CA,06,0614274,17590,6,2556.7,6.88,,-120.3548436,36.14574818
273,Colton,city,CA,06,0614890,53909,7,3356.7,16.06,,-117.320827,34.06726513
274,Commerce,city,CA,06,0614974,12378,6,1895.6,6.53,,-118.1393488,33.99106177
275,Compton,city,CA,06,0615044,95740,7,9460.5,10.12,,-118.2256351,33.89315255
276,Concord,city,CA,06,0616000,125410,8,4105.1,30.55,,-122.0012679,37.97215008
277,Corcoran,city,CA,06,0616224,22339,6,2994.5,7.46,,-119.5630515,36.09282055
278,Corona,city,CA,06,0616350,157136,8,3932.3,39.96,,-117.564241,33.8623534
279,Coronado,city,CA,06,0616378,20192,6,2527.2,7.99,,-117.1792421,32.6854892
280,Costa Mesa,city,CA,06,0616532,111918,8,7074.5,15.82,,-117.913453,33.66672209
281,Coto de Caza,Census Designated Place,CA,06,0616580,14710,6,1881.1,7.82,,-117.5901315,33.62388576
282,Covina,city,CA,06,0616742,51268,7,7272.1,7.05,,-117.8819901,34.09026424
283,Crestline,Census Designated Place,CA,06,0617162,11650,6,831,14.02,,-117.2889997,34.24859834
284,Cudahy,city,CA,06,0617498,22811,6,18545.5,1.23,,-118.1830606,33.96310565
285,Culver City,city,CA,06,0617568,40779,6,7933.7,5.14,,-118.4090245,34.00926409
286,Cupertino,city,CA,06,0617610,60381,7,5329.3,11.33,,-122.0465202,37.3167839
287,Cypress,city,CA,06,0617750,50151,7,7575.7,6.62,,-118.0385832,33.81708215
288,Daly City,city,CA,06,0617918,104901,8,13730.5,7.64,,-122.4767499,37.67389515
289,Dana Point,city,CA,06,0617946,33107,6,5101.2,6.49,,-117.6963391,33.47364395
290,Danville,town,CA,06,0617988,43582,6,2410.5,18.08,,-122.0070173,37.83236179
291,Davis,city,CA,06,0618100,66850,7,6678.3,10.01,,-121.73476,38.5496676
292,Delano,city,CA,06,0618394,51428,7,3481.9,14.77,,-119.2605478,35.76786789
293,Delhi,Census Designated Place,CA,06,0618464,10656,6,3035.9,3.51,,-120.775894,37.43060578
294,Desert Hot Springs,city,CA,06,0618996,32512,6,1060.4,30.66,,-116.5020625,33.96356494
295,Diamond Bar,city,CA,06,0619192,55072,7,3701.1,14.88,,-117.816081,33.9991837
296,Diamond Springs,Census Designated Place,CA,06,0619220,11345,6,678.9,16.71,,-120.8390685,38.69204602
297,Dinuba,city,CA,06,0619318,24563,6,3773.1,6.51,,-119.3988973,36.5453405
298,Discovery Bay,Census Designated Place,CA,06,0619339,15358,6,2209.8,6.95,,-121.59763,37.90345998
299,Calimesa,city,CA,06,0609864,10026,6,674.7,14.86,,-117.0541982,33.98732715
300,Corte Madera,town,CA,06,0616462,10222,6,3214.5,3.18,,-122.5132166,37.92370677
301,Country Club,Census Designated Place,CA,06,0616651,10777,6,5156.5,2.09,,-121.341476,37.97210742
302,Del Aire,Census Designated Place,CA,06,0618352,10338,6,10235.6,1.01,,-118.3655335,33.9100514
303,Dixon,city,CA,06,0619402,18988,6,2637.2,7.2,,-121.8275442,38.45258129
304,Downey,city,CA,06,0619766,114355,8,9097.5,12.57,,-118.1311429,33.93787916
305,Duarte,city,CA,06,0619990,21727,6,3238,6.71,,-117.9700695,34.13987092
306,Dublin,city,CA,06,0620018,72589,7,4766.2,15.23,,-121.896226,37.71614655
307,East Hemet,Census Designated Place,CA,06,0620697,19432,6,3744.1,5.19,,-116.9410428,33.73010842
308,East Los Angeles,Census Designated Place,CA,06,0620802,118786,8,15923.1,7.46,,-118.1691464,34.03263639
