agency_name,state_name,agency_id_nces_assigned_district,county_number,agency_name_district
b'ALABAMA AEROSPACE AND AVIATION',b'ALABAMA',100213.0,1073.0,b'Alabama Aerospace and Aviation'
b'ALABAMA SCHOOL OF CYBER TECHNOLOGY AND ENGINEERING',b'ALABAMA',100212.0,1089.0,b'Alabama School of Cyber Technology and Engineering'
b'ALABAMA SCHOOL OF FINE ARTS',b'Alabama',100018.0,1073.0,b'Alabama School of Fine Arts'
b'ALABAMA YOUTH SERVICES',b'Alabama',100002.0,1101.0,b'Alabama Youth Services'
b'ALABASTER CITY',b'Alabama',100190.0,1117.0,b'Alabaster City'
b'ALACHUA',b'Florida',1200030.0,12001.0,b'ALACHUA'
b'ALAIN LEROY LOCKE COLLEGE PREPARATORY ACADEMY DISTRICT',b'CALIFORNIA',602092.0,6037.0,b'Alain Leroy Locke College Preparatory Academy District'
b'ALAMANCE COMMUNITY SCHOOL',b'NORTH CAROLINA',3700467.0,37001.0,b'Alamance Community School'
b'ALAMANCE-BURLINGTON SCHOOLS',b'North Carolina',3700030.0,37001.0,b'Alamance-Burlington Schools'
b'ALAMEDA CNTY. STUDENT EXCHANGE PROG.',b'California',601355.0,6001.0,b'Alameda Cnty. Student Exchange Prog.'
b'ALAMEDA COMMUNITY LEARNING CENTER DISTRICT',b'CALIFORNIA',601664.0,6001.0,b'Alameda Community Learning Center District'
b'ALAMEDA COUNTY OFFICE OF EDUCATION',b'California',691051.0,6001.0,b'Alameda County Office of Education'
b'ALAMEDA UNIFIED',b'California',601770.0,6001.0,b'Alameda Unified'
b'ALAMO',b'Tennessee',4700030.0,47033.0,b'Alamo'
b'ALAMO HEIGHTS ISD',b'Texas',4807590.0,48029.0,b'ALAMO HEIGHTS ISD'
b'ALAMOGORDO',b'New Mexico',3500030.0,35035.0,b'ALAMOGORDO PUBLIC SCHOOLS'
b'ALAMOSA SCHOOL DISTRICT NO. RE-11J',b'Colorado',802070.0,8003.0,b'Alamosa School District No. Re-11J'
b'ALANSON PUBLIC SCHOOLS',b'Michigan',2621810.0,26047.0,b'Alanson Public Schools'
b'ALASKA GATEWAY SCHOOL DISTRICT',b'Alaska',200050.0,2240.0,b'Alaska Gateway School District'
b'ALBA PUBLIC SCHOOLS',b'Michigan',2602040.0,26009.0,b'Alba Public Schools'
b'ALBA-GOLDEN ISD',b'Texas',4807650.0,48499.0,b'ALBA-GOLDEN ISD'
b'ALBANY CITY SCHOOL DISTRICT',b'New York',3602460.0,36001.0,b'ALBANY CITY SCHOOL DISTRICT'
b'ALBANY CITY UNIFIED',b'California',601860.0,6001.0,b'Albany City Unified'
b'ALBANY COUNTY SCHOOL DISTRICT #1',b'Wyoming',5600730.0,56001.0,b'Albany County School District #1'
b'ALBANY ISD',b'Texas',4807680.0,48417.0,b'ALBANY ISD'
b'ALBANY LEADERSHIP CHARTER SCHOOL FOR GIRLS',b'New York',3601006.0,36001.0,b'ALBANY LEADERSHIP CHARTER SCHOOL FOR GIRLS'
b'ALBANY PUBLIC SCHOOL DISTRICT',b'Minnesota',2702930.0,27145.0,b'ALBANY PUBLIC SCHOOL DISTRICT'
b'ALBANY R-III',b'Missouri',2902970.0,29075.0,b'ALBANY R-III'
b'ALBANY SCHOOL DISTRICT',b'New Hampshire',3301350.0,33003.0,b'Albany School District'
b'ALBANY SCHOOL DISTRICT',b'Wisconsin',5500120.0,55045.0,b'Albany School District'
b'ALBANY-SCHOHARIE-SCHENECTADY-SARATOGA BOCES',b'New York',3680100.0,36001.0,b'ALBANY-SCHOHARIE-SCHENECTADY-SARATOGA BOCES'
b'ALBEMARLE COUNTY PUBLIC SCHOOLS',b'Virginia',5100090.0,51540.0,b'ALBEMARLE CO PBLC SCHS'
b'ALBERS SD 63',b'Illinois',1703270.0,17027.0,b'Albers SD 63'
b'ALBERT CITY-TRUESDALE COMM SCHOOL DISTRICT',b'Iowa',1900031.0,19021.0,b'Albert City-Truesdale Comm School District'
b'ALBERT EINSTEIN ACADEMIES DISTRICT',b'CALIFORNIA',601896.0,6073.0,b'Albert Einstein Academy Charter Middle District'
b'ALBERT EINSTEIN ACADEMY FOR LETTERS ARTS AND SCIENCES-OHIO',b'Ohio',3901539.0,39035.0,b'Albert Einstein Academy for Letters Arts and Sciences-Ohio'
b'ALBERT GALLATIN AREA SD',b'Pennsylvania',4202100.0,42051.0,b'Albert Gallatin Area SD'
b'ALBERT LEA PUBLIC SCHOOL DISTRICT',b'Minnesota',2702970.0,27047.0,b'ALBERT LEA PUBLIC SCHOOL DISTRICT'
b'ALBERTON K-12 SCHOOLS',b'Montana',3001860.0,30061.0,b'Alberton K-12 Schools'
b'ALBERTVILLE CITY',b'Alabama',100005.0,1095.0,b'Albertville City'
b'ALBIA COMM SCHOOL DISTRICT',b'Iowa',1903270.0,19135.0,b'Albia Comm School District'
b'ALBION',b'Oklahoma',4002580.0,40127.0,b'ALBION'
b'ALBION CENTRAL SCHOOL DISTRICT',b'New York',3602520.0,36073.0,b'ALBION CENTRAL SCHOOL DISTRICT'
b'ALBUQUERQUE',b'New Mexico',3500060.0,35001.0,b'ALBUQUERQUE PUBLIC SCHOOLS'
b'ALBUQUERQUE BILINGUAL ACADEMY',b'New Mexico',3500134.0,35001.0,b'ALBUQUERQUE BILINGUAL ACADEMY'
b'ALBUQUERQUE COLLEGIATE CHARTER SCHOOL',b'NEW MEXICO',3500181.0,35001.0,b'ALBUQUERQUE COLLEGIATE CHARTER SCHOOL'
b'ALBUQUERQUE INSTITUTE OF MATH & SCIENCE',b'New Mexico',3500130.0,35001.0,b'ALBUQUERQUE INSTITUTE OF MATH & SCIENCE'
b'ALBURGH SCHOOL DISTRICT',b'Vermont',5001770.0,50013.0,b'Alburg School District'
b'ALBURNETT COMM SCHOOL DISTRICT',b'Iowa',1903300.0,19113.0,b'Alburnett Comm School District'
b'ALCESTER-HUDSON SCHOOL DISTRICT 61-1',b'South Dakota',4600028.0,46127.0,b'Alcester-Hudson School District 61-1'
b'ALCOA',b'Tennessee',4700060.0,47009.0,b'Alcoa'
b'ALCONA COMMUNITY SCHOOLS',b'Michigan',2602160.0,26001.0,b'Alcona Community Schools'
b'ALCORN SCHOOL DIST',b'Mississippi',2800390.0,28003.0,b'ALCORN SCHOOL DIST'
b'ALDEN CENTRAL SCHOOL DISTRICT',b'New York',3602550.0,36029.0,b'ALDEN CENTRAL SCHOOL DISTRICT'
b'ALDEN COMM SCHOOL DISTRICT',b'Iowa',1900032.0,19083.0,b'Alden Comm School District'
b'ALDEN HEBRON SD 19',b'Illinois',1703300.0,17111.0,b'Alden Hebron SD 19'
b'ALDEN-CONGER PUBLIC SCHOOL DISTRICT',b'Minnesota',2703030.0,27047.0,b'ALDEN-CONGER PUBLIC SCHOOL DISTRICT'
b'ALDER ELEM',b'Montana',3017460.0,30057.0,b'Alder Elem'
b'ALDER GROVE CHARTER SCHOOL 2 DISTRICT',b'CALIFORNIA',602072.0,6023.0,b'Alder Grove Charter School 2 District'
b'ALDINE ISD',b'Texas',4807710.0,48201.0,b'ALDINE ISD'
b'ALDO LEOPOLD CHARTER',b'New Mexico',3500138.0,35017.0,b'ALDO LEOPOLD CHARTER'
b'ALEDO ISD',b'Texas',4807780.0,48367.0,b'ALEDO ISD'
b'ALEGENT/IMMANUEL RTC',b'Nebraska',3100181.0,31055.0,b'ALEGENT/IMMANUEL RTC'
b'ALEUTIAN REGION SCHOOL DISTRICT',b'Alaska',200010.0,2020.0,b'Aleutian Region School District'
b'ALEUTIANS EAST BOROUGH SCHOOL DISTRICT',b'Alaska',200007.0,2013.0,b'Aleutians East Borough School District'
b'ALEX',b'Oklahoma',4002670.0,40051.0,b'ALEX'
b'ALEXANDER 2',b'North Dakota',3801760.0,38053.0,b'ALEXANDER 2'
b'ALEXANDER CENTRAL SCHOOL DISTRICT',b'New York',3602580.0,36037.0,b'ALEXANDER CENTRAL SCHOOL DISTRICT'
b'ALEXANDER CITY',b'Alabama',100030.0,1123.0,b'Alexander City'
b'ALEXANDER COUNTY SCHOOLS',b'North Carolina',3700090.0,37003.0,b'Alexander County Schools'
b'ALEXANDER LOCAL',b'Ohio',3904590.0,39009.0,b'Alexander Local'
b'ALEXANDER PUBLIC SCHOOLS',b'Maine',2302280.0,23029.0,b'Alexander Public Schools'
b'ALEXANDER VALLEY UNION ELEMENTARY',b'California',601890.0,6097.0,b'Alexander Valley Union Elementary'
b'ALEXANDRIA CENTRAL SCHOOL DISTRICT',b'New York',3602670.0,36045.0,b'ALEXANDRIA CENTRAL SCHOOL DISTRICT'
b'ALEXANDRIA CITY PUBLIC SCHOOLS',b'Virginia',5100120.0,51510.0,b'ALEXANDRIA CITY PBLC SCHS'
b'ALEXANDRIA COMMUNITY SCHOOL CORP',b'Indiana',1800120.0,18095.0,b'Alexandria Community School Corp'
b'ALEXANDRIA PUBLIC SCHOOL DISTRICT',b'Minnesota',2703060.0,27041.0,b'ALEXANDRIA PUBLIC SCHOOL DISTRICT'
b'ALEXANDRIA TOWNSHIP SCHOOL DISTRICT',b'New Jersey',3400690.0,34019.0,b'Alexandria Township School District'
b'ALFRED-ALMOND CENTRAL SCHOOL DISTRICT',b'New York',3602700.0,36003.0,b'ALFRED-ALMOND CENTRAL SCHOOL DISTRICT'
b'ALGOMA SCHOOL DISTRICT',b'Wisconsin',5500150.0,55061.0,b'Algoma School District'
b'ALGONA COMM SCHOOL DISTRICT',b'Iowa',1903360.0,19109.0,b'Algona Comm School District'
b'ALGONAC COMMUNITY SCHOOL DISTRICT',b'Michigan',2602190.0,26147.0,b'Algonac Community School District'
b'ALHAMBRA ELEMENTARY DISTRICT (4280)',b'Arizona',400600.0,4013.0,b'Alhambra Elementary District (4280)'
b'ALHAMBRA UNIFIED',b'California',600153.0,6037.0,b'Alhambra Unified'
b'ALICE ISD',b'Texas',4807800.0,48249.0,b'ALICE ISD'
b'ALICE M HARTE ELEMENTARY CHARTER SCHOOL',b'LOUISIANA',2200279.0,22071.0,b'Alice M. Harte Elementary Charter School'
b'ALIEF ISD',b'Texas',4807830.0,48201.0,b'ALIEF ISD'
b'ALIEF MONTESSORI COMMUNITY SCHOOL',b'Texas',4800035.0,48201.0,b'ALIEF MONTESSORI COMMUNITY SCHOOL'
b'ALINE-CLEO',b'Oklahoma',4002720.0,40003.0,b'ALINE-CLEO'
b'ALIQUIPPA SD',b'Pennsylvania',4202130.0,42007.0,b'Aliquippa SD'
b'ALISAL UNION',b'California',601950.0,6053.0,b'Alisal Union'
b'ALL ABOARD CHARTER SCHOOL (79969)',b'Arizona',400396.0,4013.0,b'All Aboard Charter School (79969)'
b'ALL TRIBES CHARTER DISTRICT',b'CALIFORNIA',601989.0,6073.0,b'All Tribes Charter District'
b'ALL TRIBES ELEMENTARY CHARTER DISTRICT',b'CALIFORNIA',601521.0,6073.0,b'All Tribes Elementary Charter District'
b'ALLAMAKEE COMM SCHOOL DISTRICT',b'Iowa',1903390.0,19005.0,b'Allamakee Comm School District'
b'ALLAMUCHY TOWNSHIP SCHOOL DISTRICT',b'New Jersey',3400720.0,34041.0,b'Allamuchy Township School District'
b'ALLEGAN AREA EDUCATIONAL SERVICE AGENCY',b'Michigan',2680100.0,26005.0,b'Allegan Area Educational Service Agency'
b'ALLEGAN PUBLIC SCHOOLS',b'Michigan',2602220.0,26005.0,b'Allegan Public Schools'
b'ALLEGANY COUNTY PUBLIC SCHOOLS',b'Maryland',2400030.0,24001.0,b'Allegany County Public Schools'
b'ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT',b'New York',3600015.0,36009.0,b'ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT'
b'ALLEGHANY COUNTY SCHOOLS',b'North Carolina',3700120.0,37005.0,b'Alleghany County Schools'
b'ALLEGHANY HIGHLANDS PUBLIC SCHOOLS',b'Virginia',5100152.0,51005.0,b'ALLEGHANY CO PBLC SCHS'
b'ALLEGHENY IU 3',b'Pennsylvania',4289130.0,42003.0,b'Allegheny IU 3'
b'ALLEGHENY VALLEY SD',b'Pennsylvania',4202190.0,42003.0,b'Allegheny Valley SD'
b'ALLEGHENY-CLARION VALLEY SD',b'Pennsylvania',4202310.0,42031.0,b'Allegheny-Clarion Valley SD'
b'ALLEGIANCE STEAM ACADEMY - THRIVE DISTRICT',b'CALIFORNIA',602175.0,6071.0,b'Allegiance STEAM Academy - Thrive District'
b'ALLEGIANT PREPARATORY ACADEMY',b'INDIANA',1800199.0,18097.0,b'Allegiant Preparatory Academy'
b'ALLEN',b'Oklahoma',4002760.0,40123.0,b'ALLEN'
b'ALLEN CONSOLIDATED SCHOOLS',b'Nebraska',3102880.0,31051.0,b'ALLEN CONSOLIDATED SCHOOLS'
b'ALLEN COUNTY',b'Kentucky',2100070.0,21003.0,b'Allen County'
b'ALLEN COUNTY ESC',b'Ohio',3904574.0,39003.0,b'Allen County ESC'
b'ALLEN EAST LOCAL',b'Ohio',3904575.0,39003.0,b'Allen East Local'
b'ALLEN ISD',b'Texas',4807890.0,48085.0,b'ALLEN ISD'
b'ALLEN PARISH',b'Louisiana',2200060.0,22003.0,b'Allen Parish'
b'ALLEN PARK PUBLIC SCHOOLS',b'Michigan',2602520.0,26163.0,b'Allen Park Public Schools'
b'ALLEN VILLAGE',b'Missouri',2900025.0,29095.0,b'ALLEN VILLAGE'
b'ALLEN-BOWDEN',b'Oklahoma',4002790.0,40037.0,b'ALLEN-BOWDEN'
b'ALLEN-COCHRAN ENTERPRISES INC. (4347)',b'Arizona',400111.0,4013.0,b'Allen-Cochran Enterprises Inc. (4347)'
b'ALLEN-OTTER CREEK CCSD 65',b'Illinois',1703420.0,17099.0,b'Allen-Otter Creek CCSD 65'
b'ALLENDALE 01',b'South Carolina',4500750.0,45005.0,b'Allendale 01'
b'ALLENDALE CCSD 17',b'Illinois',1703450.0,17185.0,b'Allendale CCSD 17'
b'ALLENDALE PUBLIC SCHOOL DISTRICT',b'New Jersey',3400750.0,34003.0,b'Allendale Public School District'
b'ALLENDALE PUBLIC SCHOOLS',b'Michigan',2602550.0,26139.0,b'Allendale Public Schools'
b'ALLENHURST SCHOOL DISTRICT',b'New Jersey',3400780.0,34025.0,b'Allenhurst School District'
b'ALLENSTOWN SCHOOL DISTRICT',b'New Hampshire',3301380.0,33013.0,b'Allenstown School District'
b'ALLENSWORTH ELEMENTARY',b'California',601980.0,6107.0,b'Allensworth Elementary'
b'ALLENTOWN CITY SD',b'Pennsylvania',4202280.0,42077.0,b'Allentown City SD'
b'ALLIANCE ACADEMY OF CINCINNATI',b'Ohio',3900130.0,39061.0,b'Alliance Academy of Cincinnati'
b'ALLIANCE CINDY AND BILL SIMON TECH ACAD HIGH DIST',b'CALIFORNIA',602119.0,6037.0,b'Alliance Cindy and Bill Simon Technology ACAD High District'
b'ALLIANCE CITY',b'Ohio',3904349.0,39151.0,b'Alliance City'
b'ALLIANCE COLLEGE-READY MIDDLE ACADEMY 12 DISTRICT',b'CALIFORNIA',602453.0,6037.0,b'Alliance College-Ready Middle Academy 12 District'
b'ALLIANCE COLLEGE-READY MIDDLE ACADEMY 4 DISTRICT',b'CALIFORNIA',601865.0,6037.0,b'Alliance College-Ready Middle Academy 4 District'
b'ALLIANCE COLLEGE-READY MIDDLE ACADEMY 8 DISTRICT',b'CALIFORNIA',601589.0,6037.0,b'Alliance College-Ready Middle Academy 8 District'
b'ALLIANCE COLLINS FAMILY COLLEGE-READY HIGH DISTRICT',b'CALIFORNIA',601666.0,6037.0,b'Alliance Collins Family College-Ready High District'
b'ALLIANCE COMMUNITY SCHOOLS INC. DBA DAYTON LEADERSHIP ACADE',b'Ohio',3900083.0,39113.0,b'Dayton Leadership Academies-Dayton View Campus'
b'ALLIANCE DR. OLGA MOHAN HIGH DISTRICT',b'CALIFORNIA',601926.0,6037.0,b'Alliance Dr. Olga Mohan High District'
b'ALLIANCE FOR PROGRESS CS',b'Pennsylvania',4200039.0,42101.0,b'Alliance for Progress CS'
b'ALLIANCE GERTZ-RESSLER RICHARD MERKIN 6-12 COMPLEX DISTRICT',b'CALIFORNIA',602176.0,6037.0,b'Alliance Gertz-Ressler Richard Merkin 6-12 Complex District'
b'ALLIANCE JACK H. SKIRBALL MIDDLE DISTRICT',b'CALIFORNIA',601694.0,6037.0,b'Alliance Jack H. Skirball Middle District'
b'ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH DISTRICT',b'CALIFORNIA',601934.0,6037.0,b'Alliance Judy Ivie Burton Technology Academy High District'
b'ALLIANCE KORY HUNTER MIDDLE DISTRICT',b'CALIFORNIA',601542.0,6037.0,b'Alliance Kory Hunter Middle District'
b'ALLIANCE LEICHTMAN-LEVINE FAM FOUNDATION ENV SCI HIGH DIST',b'CALIFORNIA',601690.0,6037.0,b'Alliance Leichtman-Levine FAM Foundation Env Sci High DIST'
b'ALLIANCE MARC & EVA STERN MATH AND SCIENCE DISTRICT',b'CALIFORNIA',602446.0,6037.0,b'Alliance Marc & Eva Stern Math and Science District'
b'ALLIANCE MARGARET M. BLOOMFIELD TECH ACAD HIGH DIST',b'CALIFORNIA',601707.0,6037.0,b'Alliance Margaret M.Bloomfield Technology ACAD High District'
b'ALLIANCE MARINE - INNOVATION AND TECH 6-12 COMPLEX DIST',b'CALIFORNIA',601835.0,6037.0,b'Alliance Marine - Innovation and Techn 6-12 Complex District'
b'ALLIANCE MORGAN MCKINZIE HIGH DISTRICT',b'CALIFORNIA',602407.0,6037.0,b'Alliance Morgan McKinzie High District'
"b""ALLIANCE OUCHI-O'DONOVAN 6-12 COMPLEX DISTRICT""",b'CALIFORNIA',602266.0,6037.0,"b""Alliance Ouchi-O'Donovan 6-12 Complex District"""
b'ALLIANCE PATTI AND PETER NEUWIRTH LEADERSHIP ACAD DIST',b'CALIFORNIA',602362.0,6037.0,b'Alliance Patti & Peter Neuwirth Leadership Academy District'
b'ALLIANCE PIERA BARBAGLIA SHAHEEN HLT SRVS ACAD DIST',b'CALIFORNIA',601900.0,6037.0,b'Alliance Piera Barbaglia Shaheen HLT SRVs Academy District'
b'ALLIANCE PUBLIC SCHOOLS',b'Nebraska',3102910.0,31013.0,b'ALLIANCE PUBLIC SCHOOLS'
b'ALLIANCE RENEE AND MEYER LUSKIN ACADEMY HIGH DISTRICT',b'CALIFORNIA',602279.0,6037.0,b'Alliance Renee and Meyer Luskin Academy High District'
b'ALLIANCE SUSAN AND ERIC SMIDT TECHNOLOGY HIGH DISTRICT',b'CALIFORNIA',602190.0,6037.0,b'Alliance Susan and Eric Smidt Technology High District'
b'ALLIANCE TED K. TAJIMA HIGH DISTRICT',b'CALIFORNIA',601568.0,6037.0,b'Alliance Ted K. Tajima High District'
b'ALLIANCE TENNENBAUM FAMILY TECHNOLOGY HIGH DISTRICT',b'CALIFORNIA',602289.0,6037.0,b'Alliance Tennenbaum Family Technology High District'
b'ALLIANCE VIRGIL ROBERTS LEADERSHIP ACADEMY DISTRICT',b'CALIFORNIA',601654.0,6037.0,b'Alliance Virgil Roberts Leadership Academy District'
b'ALLOWAY TWP SCHOOL DISTRICT',b'New Jersey',3400810.0,34033.0,b'Alloway Twp School District'
b'ALMA CENTER SCHOOL DISTRICT',b'Wisconsin',5500210.0,55053.0,b'Alma Center School District'
"b""ALMA D'ARTE CHARTER""",b'New Mexico',3500116.0,35013.0,"b""ALMA D'ARTE CHARTER"""
b'ALMA DEL MAR CHARTER SCHOOL (DISTRICT)',b'Massachusetts',2500525.0,25005.0,b'Alma del Mar Charter School (District)'
b'ALMA FUERTE PUBLIC DISTRICT',b'CALIFORNIA',602408.0,6037.0,b'Alma Fuerte Public District'
b'ALMA PUBLIC SCHOOLS',b'Michigan',2602640.0,26057.0,b'Alma Public Schools'
b'ALMA PUBLIC SCHOOLS',b'Nebraska',3100080.0,31083.0,b'ALMA PUBLIC SCHOOLS'
b'ALMA SCHOOL DISTRICT',b'Wisconsin',5500180.0,55011.0,b'Alma School District'
b'ALMA SCHOOL DISTRICT',b'Arkansas',502250.0,5033.0,b'ALMA SCHOOL DISTRICT'
b'ALMIRA SCHOOL DISTRICT',b'Washington',5300090.0,53043.0,b'Almira School District'
b'ALMOND ACRES CHARTER ACADEMY DISTRICT',b'CALIFORNIA',601943.0,6079.0,b'Almond Acres Charter Academy District'
b'ALMOND-BANCROFT SCHOOL DISTRICT',b'Wisconsin',5500240.0,55097.0,b'Almond-Bancroft School District'
b'ALMONT COMMUNITY SCHOOLS',b'Michigan',2602670.0,26087.0,b'Almont Community Schools'
b'ALPAUGH UNIFIED',b'California',602010.0,6107.0,b'Alpaugh Unified'
b'ALPENA PUBLIC SCHOOLS',b'Michigan',2602730.0,26007.0,b'Alpena Public Schools'
b'ALPENA SCHOOL DISTRICT',b'Arkansas',502280.0,5009.0,b'ALPENA SCHOOL DISTRICT'
b'ALPENA-MONTMORENCY-ALCONA ESD',b'Michigan',2680120.0,26007.0,b'Alpena-Montmorency-Alcona ESD'
b'ALPHA ACADEMY',b'North Carolina',3700103.0,37051.0,b'Alpha Academy'
b'ALPHA BOROUGH SCHOOL DISTRICT',b'New Jersey',3400840.0,34041.0,b'Alpha Borough School District'
b'ALPHA CINDY AVITIA HIGH DISTRICT',b'CALIFORNIA',601636.0,6085.0,b'Alpha Cindy Avitia High District'
b'ALPHA: BLANCA ALVARADO DISTRICT',b'CALIFORNIA',602221.0,6085.0,b'Alpha: Blanca Alvarado District'
b'ALPHA: CORNERSTONE ACADEMY PREPARATORY DISTRICT',b'CALIFORNIA',601671.0,6085.0,b'Alpha: Cornerstone Academy Preparatory District'
b'ALPHA: JOSE HERNANDEZ DISTRICT',b'CALIFORNIA',602144.0,6085.0,b'Alpha: Jose Hernandez District'
b'ALPINE COUNTY OFFICE OF EDUCATION',b'California',691058.0,6003.0,b'Alpine County Office of Education'
b'ALPINE COUNTY UNIFIED',b'California',602070.0,6003.0,b'Alpine County Unified'
b'ALPINE DISTRICT',b'Utah',4900030.0,49049.0,b'Alpine District'
b'ALPINE ELEMENTARY DISTRICT (4161)',b'Arizona',400630.0,4001.0,b'Alpine Elementary District (4161)'
b'ALPINE ISD',b'Texas',4807950.0,48043.0,b'ALPINE ISD'
b'ALPINE PUBLIC SCHOOL DISTRICT',b'New Jersey',3400870.0,34003.0,b'Alpine School District'
b'ALPINE UNION ELEMENTARY',b'California',602100.0,6073.0,b'Alpine Union Elementary'
b'ALSEA SD 7J',b'Oregon',4101200.0,41003.0,b'Alsea SD 7J'
b'ALSIP-HAZLGRN-OAKLWN SD 126',b'Illinois',1703480.0,17031.0,b'Alsip-Hazlgrn-Oaklwn SD 126'
b'ALT ED PRGM/BEHAV DISORD YOUTH/MONTGOMERY',b'Virginia',5100078.0,51121.0,b'ALT ED PRGM/BEHAV DISORD YOUTH/MONTGOMERY'
b'ALTA LOMA ELEMENTARY',b'California',602160.0,6071.0,b'Alta Loma Elementary'
b'ALTA VISTA ELEMENTARY',b'California',602220.0,6107.0,b'Alta Vista Elementary'
b'ALTA VISTA INNOVATION HIGH DISTRICT',b'CALIFORNIA',601625.0,6071.0,b'Alta Vista Innovation High District'
b'ALTA-AURELIA COMM SCHOOL DISTRICT',b'Iowa',1903480.0,19021.0,b'Alta-Aurelia Comm School District'
b'ALTA-DUTCH FLAT UNION ELEMENTARY',b'California',602250.0,6061.0,b'Alta-Dutch Flat Union Elementary'
b'ALTAMONT CUSD 10',b'Illinois',1703510.0,17049.0,b'Altamont CUSD 10'
b'ALTAR VALLEY ELEMENTARY DISTRICT (4418)',b'Arizona',404770.0,4019.0,b'Altar Valley Elementary District (4418)'
b'ALTENBURG 48',b'Missouri',2903040.0,29157.0,b'ALTENBURG 48'
b'ALTERNATIVE EDUCATION ACADEMY',b'Ohio',3900203.0,39035.0,b'Alternative Education Academy'
b'ALTERNATIVE EDUCATIONAL ACADEMY OF IOSCO COUNTY',b'Michigan',2601034.0,26069.0,b'Alternative Educational Academy of Iosco County'
b'ALTERNATIVE EDUCATIONAL ACADEMY OF OGEMAW COUNTY',b'MICHIGAN',2601092.0,26129.0,b'Alternative Educational Academy of Ogemaw County'
b'ALTERNATIVES IN ACTION DISTRICT',b'CALIFORNIA',601635.0,6001.0,b'Alternatives in Action District'
b'ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT',b'New York',3602820.0,36075.0,b'ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT'
b'ALTO ISD',b'Texas',4807980.0,48073.0,b'ALTO ISD'
b'ALTON CUSD 11',b'Illinois',1703600.0,17119.0,b'Alton CUSD 11'
b'ALTON R-IV',b'Missouri',2903060.0,29149.0,b'ALTON R-IV'
b'ALTON SAU OFFICE',b'New Hampshire',3300020.0,33001.0,b'Alton SAU Office'
b'ALTON SCHOOL DISTRICT',b'New Hampshire',3301440.0,33001.0,b'Alton School District'
b'ALTOONA AREA SD',b'Pennsylvania',4202340.0,42013.0,b'Altoona Area SD'
b'ALTOONA SCHOOL DISTRICT',b'Wisconsin',5500270.0,55035.0,b'Altoona School District'
b'ALTOONA-MIDWAY',b'Kansas',2004170.0,20205.0,b'Altoona-Midway'
b'ALTURA PREPARATORY SCHOOL',b'NEW MEXICO',3500178.0,35001.0,b'ALTURA PREPARATORY SCHOOL'
b'ALTURAS INTERNATIONAL ACADEMY INC.',b'IDAHO',1600175.0,16019.0,b'ALTURAS INTERNATIONAL ACADEMY INC.'
b'ALTURAS PREPARATORY ACADEMY INC',b'IDAHO',1600199.0,16019.0,b'ALTURAS PREPARATORY ACADEMY INC'
b'ALTUS',b'Oklahoma',4002850.0,40065.0,b'ALTUS'
b'ALTUS SCHOOLS AUDEO DISTRICT',b'CALIFORNIA',601522.0,6073.0,b'Audeo Charter District'
b'ALTUS SCHOOLS CHARTER SCHOOL OF SAN DIEGO DISTRICT',b'CALIFORNIA',601876.0,6073.0,b'Charter School of San Diego District'
b'ALTUS SCHOOLS EAST COUNTY DISTRICT',b'CALIFORNIA',601940.0,6073.0,b'Grossmont Secondary District'
b'ALTUS SCHOOLS SOUTH BAY DISTRICT',b'CALIFORNIA',601509.0,6073.0,b'Sweetwater Secondary District'
b'ALUM ROCK UNION ELEMENTARY',b'California',602310.0,6085.0,b'Alum Rock Union Elementary'
b'ALVA',b'Oklahoma',4002880.0,40151.0,b'ALVA'
b'ALVARADO ISD',b'Texas',4800011.0,48251.0,b'ALVARADO ISD'
b'ALVIEW-DAIRYLAND UNION ELEMENTARY',b'California',602360.0,6039.0,b'Alview-Dairyland Union Elementary'
b'ALVIN C. YORK AGRICULTURAL INSTITUTE',b'Tennessee',4700144.0,47049.0,b'Alvin C York Institute'
b'ALVIN ISD',b'Texas',4808090.0,48039.0,b'ALVIN ISD'
b'ALVINA ELEMENTARY',b'California',602370.0,6019.0,b'Alvina Elementary'
b'ALVORD ISD',b'Texas',4808100.0,48497.0,b'ALVORD ISD'
b'ALVORD UNIFIED',b'California',602430.0,6065.0,b'Alvord Unified'
b'ALWOOD CUSD 225',b'Illinois',1703660.0,17073.0,b'AlWood CUSD 225'
b'ALXNDR/JCKSN/PULSK/PRRY/UNION ROE',b'Illinois',1700190.0,17077.0,b'Alxndr/Jcksn/Pulsk/Prry/Union ROE'
b'ALZADA ELEM',b'Montana',3001950.0,30011.0,b'Alzada Elem'
b'AMADOR COUNTY OFFICE OF EDUCATION',b'California',691001.0,6005.0,b'Amador County Office of Education'
b'AMADOR COUNTY ROP',b'California',600089.0,6005.0,b'Amador County ROP'
b'AMADOR COUNTY UNIFIED',b'California',602450.0,6005.0,b'Amador County Unified'
b'AMAGANSETT UNION FREE SCHOOL DISTRICT',b'New York',3602880.0,36103.0,b'AMAGANSETT UNION FREE SCHOOL DISTRICT'
